"['Thriller', 'Horror']"
"['Animation', 'Fantasy', 'Adventure', 'Family', 'Drama']"
['Horror']
"['Horror', 'Thriller', 'Crime']"
"['Comedy', 'Animation', 'Family']"
"['Romance', 'Drama', 'Science Fiction']"
"['Fantasy', 'Animation', 'Family']"
"['Thriller', 'Mystery', 'Adventure', 'Action']"
"['Action', 'Thriller', 'Adventure', 'Mystery']"
"['Adventure', 'Mystery', 'Crime']"
"['Comedy', 'Music', 'Drama']"
['Drama']
"['Thriller', 'Crime']"
['Horror']
"['Thriller', 'Mystery', 'Drama', 'Action']"
"['Animation', 'Mystery', 'Family', 'Comedy']"
"['War', 'Fantasy', 'Drama']"
"['Comedy', 'Thriller', 'Drama']"
"['Romance', 'Drama', 'Science Fiction']"
"['Thriller', 'Crime']"
"['Comedy', 'Horror']"
"['Comedy', 'Thriller', 'Horror']"
"['Adventure', 'Action', 'Fantasy']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Fantasy', 'Adventure']"
"['Adventure', 'Fantasy', 'Action']"
"['Fantasy', 'Adventure', 'Action']"
"['Romance', 'Science Fiction', 'Comedy']"
"['Science Fiction', 'Thriller']"
"['Science Fiction', 'Drama', 'Thriller']"
"['Animation', 'Comedy']"
"['Thriller', 'Crime', 'Drama']"
"['Science Fiction', 'Thriller']"
"['Science Fiction', 'Horror', 'Adventure', 'Mystery']"
"['Crime', 'Thriller']"
"['Adventure', 'Action']"
"['Action', 'Science Fiction', 'Thriller']"
"['Crime', 'Mystery', 'Horror']"
"['Horror', 'Crime']"
['Horror']
"['Thriller', 'Horror', 'Crime']"
"['Crime', 'Horror', 'Thriller']"
"['Crime', 'Thriller', 'Horror']"
"['Thriller', 'Horror']"
"['Thriller', 'Horror', 'Mystery']"
['Comedy']
['Comedy']
['Comedy']
['Comedy']
['Comedy']
"['Music', 'Comedy']"
"['Crime', 'Mystery', 'Thriller']"
"['Animation', 'Mystery', 'Drama']"
"['Comedy', 'Horror', 'Fantasy']"
"['Adventure', 'Fantasy', 'Family', 'Animation', 'Comedy']"
"['Romance', 'Family', 'Adventure', 'Comedy', 'Animation', 'Fantasy']"
"['Adventure', 'Family', 'Animation', 'Fantasy', 'Comedy']"
"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Animation']"
"['Mystery', 'Drama', 'Thriller']"
"['Mystery', 'Horror']"
"['Mystery', 'Thriller', 'Horror']"
"['Thriller', 'Horror', 'Mystery']"
"['Drama', 'Action', 'Crime']"
"['War', 'Drama']"
"['Animation', 'Family', 'Fantasy']"
"['Drama', 'Science Fiction', 'Action']"
"['Adventure', 'Comedy', 'Family', 'Fantasy']"
"['Mystery', 'Science Fiction', 'Thriller']"
"['Family', 'Adventure', 'Fantasy', 'Comedy', 'Animation', 'Science Fiction']"
"['Science Fiction', 'Action']"
"['Action', 'Science Fiction', 'Adventure']"
"['Science Fiction', 'Adventure', 'Action']"
"['Adventure', 'Science Fiction', 'Action']"
"['Action', 'Drama', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Horror', 'Mystery']"
"['Family', 'Fantasy', 'Animation']"
"['Drama', 'Mystery']"
"['Comedy', 'Animation', 'Mystery']"
['Animation']
"['Adventure', 'Action', 'Comedy']"
"['Drama', 'Horror']"
"['Drama', 'Family', 'Adventure', 'Animation']"
"['Fantasy', 'Comedy']"
"['Adventure', 'Fantasy', 'Comedy', 'Music']"
"['Action', 'Thriller', 'Science Fiction']"
"['Thriller', 'Action', 'Science Fiction']"
"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
"['Horror', 'Thriller']"
"['Science Fiction', 'Adventure', 'Action']"
"['Action', 'Adventure', 'Science Fiction']"
"['Science Fiction', 'Adventure', 'Action']"
"['Drama', 'Science Fiction']"
"['Mystery', 'Horror']"
"['War', 'History', 'Drama']"
"['Drama', 'Comedy']"
"['Thriller', 'Science Fiction']"
"['Drama', 'Science Fiction', 'Thriller']"
"['Drama', 'Science Fiction', 'Crime', 'Thriller']"
"['Horror', 'Mystery']"
"['Horror', 'Thriller']"
"['Thriller', 'Horror']"
"['Horror', 'Thriller']"
"['Horror', 'Fantasy', 'Drama']"
"['Romance', 'Drama', 'Fantasy']"
"['Action', 'Drama', 'Thriller', 'Crime']"
"['Thriller', 'Drama', 'Crime', 'Action']"
['Comedy']
"['Horror', 'Mystery']"
"['Animation', 'Drama', 'Mystery']"
"['Crime', 'Drama']"
"['Fantasy', 'Action', 'Adventure']"
"['Fantasy', 'Action', 'Adventure']"
"['Fantasy', 'Action', 'Adventure']"
"['Fantasy', 'Science Fiction', 'Adventure']"
"['Science Fiction', 'Adventure', 'Action']"
"['Thriller', 'Science Fiction', 'Adventure']"
"['Adventure', 'Action', 'Science Fiction']"
"['Science Fiction', 'Action', 'Adventure']"
"['Science Fiction', 'Horror', 'Thriller']"
"['Animation', 'Family', 'Drama']"
"['Family', 'Animation', 'Fantasy']"
"['Drama', 'Comedy', 'Romance']"
"['Fantasy', 'Adventure', 'Action']"
"['Fantasy', 'Adventure', 'Action']"
"['Fantasy', 'Adventure', 'Action']"
"['Drama', 'Science Fiction', 'Adventure']"
"['Science Fiction', 'Action', 'Adventure']"
"['Fantasy', 'Romance', 'Crime', 'Comedy']"
"['Science Fiction', 'Action']"
"['Thriller', 'Action', 'Science Fiction', 'Adventure']"
"['Thriller', 'Science Fiction', 'Adventure', 'Action']"
"['Science Fiction', 'Action', 'Mystery', 'Thriller']"
"['Comedy', 'Thriller', 'Horror']"
"['Horror', 'Thriller', 'Mystery']"
"['Drama', 'Crime']"
"['Drama', 'Science Fiction', 'Thriller']"
"['Thriller', 'Science Fiction', 'Horror']"
"['Science Fiction', 'Drama', 'Mystery']"
"['Science Fiction', 'Thriller', 'Horror']"
"['Horror', 'Thriller']"
"['Action', 'Horror', 'Thriller']"
['Drama']
"['Comedy', 'Family', 'Fantasy', 'Animation', 'Adventure']"
"['Horror', 'Crime', 'Thriller', 'Drama']"
"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Animation']"
"['Horror', 'Science Fiction']"
"['Comedy', 'Drama']"
"['Thriller', 'Action', 'Science Fiction']"
"['Comedy', 'Drama']"
"['Action', 'Comedy']"
"['Mystery', 'Drama', 'Thriller']"
"['Horror', 'Science Fiction', 'Mystery']"
"['Mystery', 'Fantasy', 'Horror']"
"['Science Fiction', 'Action', 'Adventure']"
"['Crime', 'War', 'Comedy', 'Drama']"
"['Thriller', 'Science Fiction', 'Mystery', 'Horror']"
"['Adventure', 'Science Fiction']"
"['Thriller', 'Horror', 'Action']"
"['Comedy', 'Horror']"
"['Comedy', 'Drama', 'War']"
"['Science Fiction', 'Action', 'Thriller']"
"['Fantasy', 'Animation', 'Action', 'Horror', 'Adventure', 'Science Fiction']"
"['Science Fiction', 'Action']"
"['Adventure', 'Science Fiction', 'Action']"
"['Action', 'Science Fiction', 'Adventure']"
"['Drama', 'Science Fiction', 'Thriller', 'Action', 'Mystery']"
"['Thriller', 'Drama', 'Comedy']"
['Comedy']
"['Horror', 'Thriller']"
"['Horror', 'Thriller']"
"['Horror', 'Thriller']"
"['Thriller', 'Horror']"
"['Science Fiction', 'Adventure', 'Action']"
"['Comedy', 'Romance']"
"['Family', 'Animation', 'Comedy']"
"['Comedy', 'Horror']"
"['Thriller', 'Horror']"
